category,city/state,language,impact,Type of Policy,expiration,section
Restricts/Delays Interrogations,Rialto,To have all questions directed under interrogation through no more than two interrogators at one time;,Prevents more than two interrogators at one time.,Contract,07/31/2016,22.5.
Restricts/Delays Interrogations,Rialto,"To have the interrogating sessions limited to a reasonable period, taking into consideration the gravity and complexity of the issue being investigated;",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,07/31/2016,22.6.
Restricts/Delays Interrogations,Rialto,"To have any interrogation conducted at a reasonable hour, with a representative of employee’s own choosing present, preferably at a time when they are on duty, or during normal waking hours, unless the seriousness of the investigation requires otherwise; 7. During interrogations, to be allowed to attend to own personal physical necessities;","Limits interrogations to 'reasonable amount of time,' gives officers breaks that are not given to civilians, limits interrogations to ""reasonable hours""",Contract,07/31/2016,22.6.
Restricts/Delays Interrogations,Rialto,"Not to be subjected to offensive language or threatened with punitive action, except that an
officer refusing to respond to questions or submit to interrogation shall be informed that
failure to answer questions directly related to the investigation, or interrogation, may result
in punitive action. No promise of reward shall be made as an inducement to answering any
questions;",Limits the type of language and incentives used during interrogation,Contract,07/31/2016,22.8.
Restricts/Delays Interrogations,San Mateo,"Unless a later date is agreed to between the Chair of the Personnel
Board and the employee, the matter shall be scheduled for hearing at the next
available regular meeting of the Personnel Board at least fifteen (15) days after
receipt of the notice of appeal",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,08/11/2018,15.6.C.
Restricts/Delays Interrogations,Tracy,"The City agrees that, except in cases of alleged criminal misconduct, an employee shall be notified, either orally or in writing, within a reasonable time frame, of the initiation, by the City or Department, of any investigation involving the employee and the nature of the complaint and/or conduct under investigation.",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2021,4.7.
Restricts/Delays Interrogations,Turlock,"The written notice shall include:A. The reasons for the proposed action.
B. The charges being considered.
C. The proposed disciplinary action to be taken.
D. A statement advising that before the proposed disciplinary action takes effect, the employee may request to meet with the department head to respond to the
proposed disciplinary action. The employee shall have ten (10) working days
from the date the proposed disciplinary action is received to request an administrative hearing with the department. ",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2019,32.04.
Restricts/Delays Interrogations,Vacaville,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Vacaville,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Carlsbad,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Carlsbad,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Mountain View,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Mountain View,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Tracy,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,305.7
Restricts/Delays Interrogations,Culver City,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,306.7
Restricts/Delays Interrogations,Culver City,No more than two interviewers should ask questions of an accused member.,Restricts the number of interrogators.,Policy Manual,2016,306.7
Restricts/Delays Interrogations,Daly City,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Chula Vista,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Walnut Creek,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,305.7
Restricts/Delays Interrogations,Irvine,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,305.7
Restricts/Delays Interrogations,Alameda,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Westminster,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Livermore,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,309.7
Restricts/Delays Interrogations,Sunnyvale,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,304.8
Restricts/Delays Interrogations,Salinas,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Fairfield,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,309.7
Restricts/Delays Interrogations,Downey,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Downey,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Pleasanton,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Inglewood,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Inglewood,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Union City,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Richmond,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Pomona,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,304.7
Restricts/Delays Interrogations,South San Francisco,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Simi Valley,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,305.7
Restricts/Delays Interrogations,Pasadena,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Fremont,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Concord,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Concord,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Glendale,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,306.7
Restricts/Delays Interrogations,Alhambra,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Whittier,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.11
Restricts/Delays Interrogations,Fontana,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Redlands,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,305.7
Restricts/Delays Interrogations,Modesto,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,South Gate,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Vallejo,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,306.7
Restricts/Delays Interrogations,Anaheim,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Chico,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Visalia,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Gardena,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,305.7
Restricts/Delays Interrogations,Newport,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,San Bernardino,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Murrieta,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Santa Barbara,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,305.7
Restricts/Delays Interrogations,Santa Ana,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Santa Ana,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Bakersfield,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Bakersfield,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,San Mateo,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled samples
and the results of any such testing shall not be disclosed to any criminal investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2017,310.7
Restricts/Delays Interrogations,Riverside,"An opportunity to respond orally or in writing to the Chief of Police within 14 calendar days
of receiving the Skelly notice.",Creates formal waiting period.,Policy Manual,2017,331.32
Restricts/Delays Interrogations,Riverside,"No more than two interviewers may ask questions of an accused employee (Government
Code § 3303(b)).",Restricts number of interrogators. ,Policy Manual,2017,1009.6
Restricts/Delays Interrogations,Riverside,"All interviews shall be for a reasonable period, and the employee's personal needs shall be
accommodated (Government Code § 3303(d)).",limits length of interviews. ,Policy Manual,2017,1009.6
Restricts/Delays Interrogations,Redwood,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Redwood,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Tustin,"No more than two interviewers may ask questions of an accused employee (Government
Code § 3303(b));",Limits number of interrogators,Policy Manual,2016,1020.6
Restricts/Delays Interrogations,Tustin,"Prior to any interview, an employee shall be informed of the nature of the investigation
(Government Code § 3303(c));",Creates a formal waiting period. ,Policy Manual,2016,1020.6
Restricts/Delays Interrogations,Tustin,"All interviews shall be for a reasonable period and the employee’s personal needs shall be
accommodated (Government Code § 3303(d));",Limits time period for investigation.,Policy Manual,2016,1020.6
Restricts/Delays Interrogations,Chino,Written notice shall be provided within one year from the date of discovery of the misconduct (Government Code § 3304(d)).,Formal waiting period.,Policy Manual,2016,1020.8.2
Restricts/Delays Interrogations,Garden Grove,"Interview sessions shall be for reasonable periods of time and shall allow for such
personal necessities and rest periods as are reasonably necessary.",Limits length of interrogations.,Policy Manual,2015,1.2
Restricts/Delays Interrogations,Garden Grove,An employee being interviewed shall not be subjected to offensive language.,Restricts type of language used in interrogation.,Policy Manual,2015,1.2
Restricts/Delays Interrogations,Burbank,No more than two interviewers may ask questions of an accused employee. ,Creates limitations on number of interrogators,Policy Manual,2016,1020.7
Restricts/Delays Interrogations,Huntington Beach,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Corona,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled samples
and the results of any such testing shall not be disclosed to any criminal investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2015,310.7
Restricts/Delays Interrogations,Redondo Beach,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled samples
and the results of any such testing shall not be disclosed to any criminal investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2015,310.7
Restricts/Delays Interrogations,Pittsburg,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled samples
and the results of any such testing shall not be disclosed to any criminal investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2015,306.7
Restricts/Delays Interrogations,Ventura,"No more than two interviewers may ask questions of an accused employee (Government
Code § 3303(b)).",Restricts number of interrogators. ,Policy Manual,2017,1020.6
Restricts/Delays Interrogations,Ventura,"No employee shall be subjected to offensive or threatening language, nor shall any
promises, rewards or other inducements be used to obtain answers.",Restricts langauage employed during interrogation,Policy Manual,2017,1020.6
Restricts/Delays Interrogations,Santa Cruz,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2008,310.8
Restricts/Delays Interrogations,Elk Grove,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Elk Grove,"Any officer involved in a shooting or death may be requested or administratively compelled
to provide a blood sample for alcohol/drug screening. Absent consent from the officer, such
compelled samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.7
Restricts/Delays Interrogations,Oxnard,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2016,310.6
Restricts/Delays Interrogations,Santa Monica,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2013,310.7
Restricts/Delays Interrogations,Santa Maria,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2009,310.6
Restricts/Delays Interrogations,El Monte,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2014,310.6
Restricts/Delays Interrogations,Fullerton,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2013,310.7
Restricts/Delays Interrogations,West Covina,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2017,309.6
Restricts/Delays Interrogations,Ontario,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2017,310.6
Restricts/Delays Interrogations,Palm Springs,"Any officer involved in a shooting may be administratively compelled to provide a blood
sample for alcohol/drug screening. Absent consent from the officer, such compelled
samples and the results of any such testing shall not be disclosed to any criminal
investigative agency.",Prevents blood sample to be used in criminal investigation even if the officer tested positive for alcohol or subtance abuse. ,Policy Manual,2014,310.7
