category,city/state,language,impact,Type of Policy,expiration,section
Limits Oversight / Discipline,Tucson,"the TPOA (on behalf of its member) may take suspensions of 80 hours or less and not appealable to the Civil Service Commission, to binding arbitration.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/14,23.2.A
Limits Oversight / Discipline,Tulsa,"A written appeal involving suspension, promotion, demotion or dismissal shall state the nature of the grievance and designate an election to have the matter determined through Civil Service Commission appeal procedures or by an impartial arbitrator selected through arbitration procedures. Officers under investigation may record the proceedings with his own equipment or record at his own expense.",Allows officers to overturn discipline through binding arbitration,Contract,6/30/16,7.4
Limits Oversight / Discipline,Tulsa,"Disciplinary actions listed below may not be considered, utilized, or be the basis of future disciplinary decisions, in part or whole after the times identified below expire. 1. Counseling documentation shall be purged and expunged after the passage of one (1) year. 2. Division Letters of Reprimand shall be purged and expunged after the passage of one (1) year. 3. Department Letters of Reprimand shall be purged and expunged after the passage of three (3) years. 4. Suspensions, Vacation Reductions, and Orders of Demotion shall be purged and expunged after the passage of five (5) years.","Counseling documentation, letters of reprimand, suspensions, vacation reduction, and orders or demotion purged and expunged, can't be used for further discipline",Contract,6/30/16,11.5
Limits Oversight / Discipline,Tulsa,"It is agreed that reduction of accrued vacation is an effective means of
 
 corrective discipline which does not impose financial hardship on the Employee and does not
 
 create a manning problem for Employer. An Employee who commits an offense for which the
 
 Employee could be suspended, may, at the sole discretion of the Chief, be offered a vacation leave
 
 accrual reduction in lieu of suspension, which, if accepted, shall be considered a suspension for
 
 purposes of progressive discipline. An Employee so disciplined cannot receive additional
 
 discipline for the same incident. Reduction of accrued vacation shall be limited to two (2) shifts
 
 for a single incident. The reduction of accrued vacation shall not be subject to any grievance
 
 procedure. An Employee who is to be disciplined may elect to receive a suspension without pay
 
 in lieu of such reduction of accrued vacation.","Allows officers to use vacation time to avoid serving suspensions, at the discretion of the police chief",Contract,6/30/16,11.3
Limits Oversight / Discipline,Washington D.C.,"In cases in which a timely appeal is filed, the adverse action shall not be taken until the Chief of Police has replied to the appeal. The reply of the Chief of Police will be the final agency action on the adverse action.",No civilian discipline power,Contract,9/30/08,12.4
Limits Oversight / Discipline,Washington D.C.,The Chief of Police or his/her designee shall take adverse action after providing the employee with written notification of the charges and proposed action and after providing the employee with fifteen (15) business days to submit a written response to the charges.,No civilian discipline power,Contract,9/30/08,12.4
Limits Oversight / Discipline,Washington D.C.,"The parties agree that arbitration is the method of resolving grievances which have not beensatisfactorily resolved pursuant to the Grievance Procedure and is the agreed to method ofappealing adverse actions, where the penalty exceeds five (5) days, as defined in Article 12(Discipline)",Allows officers to overturn discipline through binding arbitration,Contract,9/30/08,19.E
Limits Oversight / Discipline,Washington D.C.,No photo of a member under investigation shall be made available to the media prior to a conviction for a criminal offense or prior to a final decision by the Chief of Police in the adverse action process.,Prevents the identity of the officer from being released to the public/media,Contract,9/30/08,13.11
Limits Oversight / Discipline,Vallejo,"If the grievance has not been resolved in the foregoing steps and the Association desires to carry it further, the Association shall, within ten (10) regularly scheduled working days following receipt of the City's Second Step answer, advise the Director of Human Resources and the City Manager in writing that such answer is unacceptable, the reasons it is deemed to be unacceptable and that the matter is being referred to an Arbitration Board.",Allows officers to overturn discipline through binding arbitration.,Contract,6/30/10,30.B
Limits Oversight/Discipline,Garden Grove,The department may choose to offer an employee who is subject to a suspension the alternatives of a salary step reduction or loss of accumulated vacation time of an equal monetary value. The department also retains the right to utilize a mandatory step reduction as a form of disciplinary action.,Allows officers to take pay cuts in lieu of suspension,Contract,06/30/2018,Article VII.8
Limits Oversight/Discipline,Hayward,"If an Adjustment Board is unable to arrive at a majority decision or the parties agree to waive the use of an Adjustment Board, either the Association or the City may require that the grievance be referred to an impartial arbitrator who shall be designated by mutual agreement between the Association and the City Manager provided such request is made within 30 days of the Adjustment Board or the waiving of the Adjustment Board or hearing. ",Allows officers to overturn discipline through arbitration,Contract,06/30/2015,13.02.5
Limits Oversight/Discipline,Hayward,"Decisions of Adjustment Boards and arbitrators on matters properly before them shall be final and binding on the parties hereto, to the extent permitted by the Charter of the City of Hayward. ",Allows officers to overturn discipline through binding arbitration,Contract,06/30/2015,13.02.6
Limits Oversight/Discipline,Pomona,"Step 4. If the grievance is not resolved at Step 3, the grievant may submit it to a Hearing Officer by filing a written request to do so with the City Manager within fifteen calendar days from the date a decision was rendered in Step 3. ",Allows officers to submit grievance to hearing committee,Contract,06/30/2017,Article X.B
Limits Oversight/Discipline,San Bernardino,The Police Department will make a good faith effort to conclude within ninety calendar days any investigation that could lead to discipline of a unit member. ,90 day statute of limitations,Contract,12/30/2020,Section 6
Limits Oversight/Discipline,Santa Rosa,"The decision and/or award of the Arbitrator shall be final and binding upon the CITY, the ASSOCIATION and the impacted employees, except to the extent provided by Section 56(h) of the City Charter.",Allows officers to overturn discipline through binding arbitration,Contract,FY 2018/19,16.5
Limits Oversight/Discipline,Torrance ,"1) The Arbitrator shall be impartial; and if the parties cannot agree upon an arbitrator, he/she shall be selected from a list of seven names submitted by the California Mediation and Conciliation service. lf the agreement cannot be reached from among these names, each of the parties shall strike names from the list in rotation until only one name remains. Priority in striking shall be decided by a flip of a coin.",Allows officers to overturn discipline through binding arbitration,Contract,06/30/2019,Section 11.3.D
Limits Oversight/Discipline,Alameda,"If arbitration is requested, representatives of the City and the Association shall meet promptly to select a mutually acceptable arbitrator. The fees and expenses of the arbitrator and of a court reporter shall be shared equally by the Association and the City. Each party, however, shall bear the cost of its own presentation, including preparation and post hearing briefs, if any. Decisions of Arbitrators on matters properly before them shall be final and binding on the parties hereto, to the extent permitted by the Charter of the City.",Allows officers to overturn discipline through binding arbitration.,Contract,12/18/2021,24.3
Limits Oversight/Discipline,Alameda,"The rights of the City include, but are not limited to, the exclusive right to determine the mission of its constituent departments, commissions and boards; set standards of service; determine the procedures and standards of selection for employment and promotion; direct its employees; take disciplinary action; relieve its employees from duty because of lack or work or for other legitimate reasons; maintain the efficiency of governmental operations; determine the methods, means and personnel by which government operations are to be conducted; determine the content of job classifications; take all necessary actions to carry out its mission in emergencies; and to exercise complete control and discretion over its organization and the technology of performing its work.",Restricts civilian power. ,Contract,12/18/2021,8
Limits Oversight/Discipline,Antioch,"If arbitration is requested, representatives of the City and the APOA shall meet promptly to select a mutually acceptable arbitrator. If the parties are unable to agree upon an arbitrator during that time frame, the parties shall request a list of seven (7) labor arbitrators from the California State Mediation and Conciliation Services (CSMCS). Within fifteen (15) working days following receipt of the list, the parties shall select an arbitrator by alternately striking names from the list. Decisions of Arbitrators on matters properly before them shall be final and binding on the parties hereto.",Allows officers to overturn discipline through binding arbitration.,Contract,08/31/2021,Article XIII. C.
Limits Oversight/Discipline,Antioch,An employee may be suspended for disciplinary purposes and/or cause for a period not exceeding thirty (30) working days.,Limitis discipline and consequences for officers. ,Contract,08/31/2021,Article XIII. D. 
Limits Oversight/Discipline,Antioch,The Lieutenant or his/her designee shall make a thorough investigation of the reported grievance and render his/her decision within five (5) work days. Most grievances should be solved at this employee-supervisor level.,limits civilian oversight. ,Contract,08/31/2021,Article XIII. E. 6.
Limits Oversight/Discipline,Azusa,"The City reserves, retains and is vested with, solely and exclusively, all rights of Management which have not
been expressly abridged by specific provisions(s) of this Memorandum of Understanding or by law to manage
the City, as such rights existed prior to the execution of this Memorandum of Understanding. The sole and
exclusive rights of Management, as they are not abridged by this agreement or by law, shall include, but not be
limited to, the following rights:
3.1.1 Determine the mission of its constituent departments, commissions and boards;
3.1.2 Set standards of service;
3.1.3 Determine the procedures and standards of selection for employment and promotion;
3.1.4 Direct its employees;
3.1.5 Take disciplinary action; ",Restricts civilian power. ,Contract,07/31/2018,3.1. 
Limits Oversight/Discipline,Berkley,"Arbitrator decisions on matters properly before them which pertain to the disciplinary actions involving the suspension, demotion, pay reduction or discharge of an employee shall be final and binding on both parties.",Allows officers to overturn discipline through binding arbitration,Contract,06/30/2020,40.8.4
Limits Oversight/Discipline,Berkley,"The City Manager may suspend an employee from his or her position at any time for just
cause. Suspension without pay shall not exceed thirty (30) calendar days, nor shall any
employee be penalized by suspension for more than thirty (30) calendar days in any oneyear
period. ",Prevents disciplinary actions without pay without additional process. ,Contract,06/30/2020,37.1. 
Limits Oversight/Discipline,Berkley,"It is also the exclusive right of the City Manager to take disciplinary action for just cause, to implement a layoff pursuant to Section 57 of this Understanding, determine the methods, means and personnel by which the City's operations are to be conducted and to take all necessary actions to maintain uninterrupted service to the community and carry out the City's mission in emergencies;",Restricts civilian power. ,Contract,06/30/2020,2.2. 
Limits Oversight/Discipline,Carlsbad,"Upon the filing of an appeal, the Human Resources Director shall set a date for the hearing on the appeal not less than ten (10) calendar days nor more than thirty (30) calendar days from the date of filing, unless the parties mutually agree to a later hearing date.",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,12/31/2018,22.7
Limits Oversight/Discipline,Cathedral,"Such suspension shall, however, not exceed a period of thirty (30) working days",Limits amount of discipline department can impose. ,Contract,12/19/2019,15.3.2
Limits Oversight/Discipline,Ceres,A copy of the decision shall be placed in the employees personal history file. The decision of the arbitrator shall be final and binding on both parties.,Allows officers to overturn discipline through binding arbitration.,Contract,06/30/2020,XVIII. 5.
Limits Oversight/Discipline,Chino,"The determination of the Chief of Police will be final, binding and conclusive. There will be no
other administrative method to appeal the determination of the Chief of Police.",Restricts civilian oversight. ,Contract,06/30/2019,2
Limits Oversight/Discipline,Colton,The decision by the arbitrator shall be final and binding and not subject to any administrative or judicial appeal or review of any kind except pursuant to California Code of Civil Procedure Section 1286.2.,Allows officers to overturn discipline through binding arbitration.,Contract,01/31/2019,I. E. 9.
Limits Oversight/Discipline,Delano,The decision of the Arbitrator shall be binding on both parties unless the City Council overrules the decision of the Arbitrator within thirty (30) days from the date of the decision. ,Allows officers to overturn discipline through binding arbitrationunless city council becomes involved.,Contract,06/30/2019,19.E.
Limits Oversight/Discipline,El Paso De Robles,Decisions by hearing officers on matters properly before them shall be final and binding on the parties to the extent permitted by law. ,Allows officers to overturn discipline through binding arbitration,Contract,12/31/2018,28.3.
Limits Oversight/Discipline,El Monte,"The hearing officer's decision shall be final, except that either side may seek review of the hearing officer's determinations pursuant to the Code of Civil Procedure section 1094.5.",Allows officers to overturn discipline through binding arbitration.,Contract,12/31/2020,12.01.B
Limits Oversight/Discipline,Elk Grove,The arbitrator's decision shall be final and binding on the parties,Allows officers to overturn discipline through binding arbitration.,Contract,06/30/2019,XII.8.M.
Limits Oversight/Discipline,Fullerton,"Should an employee wish to appeal the consequences of disciplinary action beyond the City Manager stage, he/she shall submit his/her written request for arbitration to the City's Director of Human Resources within 14 calendar days following receipt of the City Manager's written decision. ",Allows officers to bypass process and start process with arbitrator. ,Contract,06/30/2019,45.F.2
Limits Oversight/Discipline,Hemet,"The decision of the hearing officer is final and binding and shall be implemented by the personnel officer, subject only to the appropriate legal recourse of the City or Association pursuant to CCP Section 1094.5.",Allows officers to overturn discipline through binding arbitration.,Contract,06/30/2021,10.14.
Limits Oversight/Discipline,Huntington Beach,The decision of the Administrative Arbitration Panel is binding with no further rights to appeal,Allows officers to overturn discipline through binding arbitration.,Contract,09/30/2017,D.6. 
Limits Oversight/Discipline,Inglewood,"Final Arbitration The scope of final arbitration of disciplinary appeals shall be limited to demotions, punitive disciplinary reductions in pay, or suspensions without pay of more than sixty (60) hours.",Allows officers to overturn discipline through binding arbitration.,Contract,06/30/2020,III.B.1.
Limits Oversight/Discipline,Livermore,"Depending on the chosen option, the final decision reached by either the City Manager or the Arbitrator, shall be binding on the parties.",Allows officers to overturn discipline through binding arbitration.,Contract,04/30/2021,V.1.
Limits Oversight/Discipline,Lincoln,"The arbitrator shall have no authority to add to, delete, modify, change, reconstruct or ignore this Memorandum of Understanding, City Policies, Rules and Regulations. Moreover, the arbitrator shall not have the authority to waive any time limits under this procedure; only the parties may do so by mutual agreement in writing. The decision of the arbitrator shall be final, binding and conclusive on all parties.",Allows officers to overturn discipline through binding arbitration.,Contract,09/30/2018,10.6
Limits Oversight/Discipline,Lodi,"The arbitrator's decision shall be final, binding, and precedential and the arbitrator's decision shall possess the authority to make an employee whole to the extent such remedy is not limited by law, including the authority to award back pay, reinstatement, retroactive promotion where appropriate, and to issue an order to expunge the record of all references to a disciplinary action if appropriate.",Allows officers to overturn discipline through binding arbitration.,Contract,06/30/2019,48.3.J
Limits Oversight/Discipline,Manhattan Beach,"Removal and Suspension of Employees and Officers, the City Manager may affirm, revoke
or modify the action of the Board of Review or Arbitrator and that decision shall be final.",Allows officers to overturn discipline through binding arbitration,Contract,12/31/2018,25.C.2
Limits Oversight/Discipline,Menlo Park ,"In any disciplinary action the City may not rely upon any previous formal disciplinary action, or written evaluation not contained in said file. ","Past reprimands, verbal warnings, and past disciplinary action cannot be used for any ongoing disciplinary action. ",Contract,06/30/2017,12.4.
Limits Oversight/Discipline,Menlo Park,The award of the arbitrator shall be final and binding. ,Allows officers to overturn discipline through binding arbitration,Contract,06/30/2017,8.4.12. 
Limits Oversight/Discipline,Menlo Park ,"This procedure shall be the sole and exclusive procedure for processing
appeals to disciplinary actions and shall satisfy all administrative appeal
rights afforded by the Public Safety Officers Procedural Bill of Rights Act,
Government Code Sections 3300, et seq.",Prevents civilian oversight on disciplinary appeals. ,Contract,06/30/2017,8.4.1.
Limits Oversight/Discipline,Menlo Park,"An employee who has received a formal reprimand and has
completed twenty-four (24) months of work without further
disciplinary action may request said fonnal reprimand be
removed from the employee's personnel file. ",Does not allow removed disciplinary records to be employed in future disciplinary actions,Contract,06/30/2017,12.3.4.2.
Limits Oversight/Discipline,Milpitas,"Formal reprimands removed from an employee's personnel file shall
not be relied upon for any future disciplinary action, unless the
pending disciplinary action is for similar misconduct and/or
sub-perfonnance.",Prevents city from employing past misconduct in future disciplinary actions. ,Contract,12/31/2021,4.05.2.
Limits Oversight/Discipline,Milpitas,"The Police Chief, or designated representative, has authority to take disciplinary action. The
Human Resources Director shall be notified of any contemplated disciplinary action, beyond a
letter of reprimand, prior to the time it is taken, or in an emergency situation, as soon as possible.
The immediate supervisor has the authority to issue a letter of reprimand.",Does not specify if other city actors (i.e. civilian review boards) have authority to pursue disciplinary action. ,Contract,12/31/2021,4.03. 
Limits Oversight/Discipline,Milpitas,"The Police Chief, or designated representative, has authority to take disciplinary action. The
Human Resources Director shall be notified of any contemplated disciplinary action, beyond a
letter of reprimand, prior to the time it is taken, or in an emergency situation, as soon as possible.
The immediate supervisor has the authority to issue a letter of reprimand.",Allows officers to overturn discipline through binding arbitration. ,Contract,12/31/2021,4.05.3
Limits Oversight/Discipline,Modesto,"The CITY may suspend an employee without pay at any time for cause. Suspension without pay shall not exceed ninety (90) calendar days in any fiscal year... The CITY may place an employee on disciplinary probation for a specified
period not to exceed one (1) year. Employees placed on disciplinary
probation may be dismissed at any time during the probationary period for
failure to meet any requirement as a condition to such status.",Limits the number of days an officer can be suspended without pay and doesn't specify what occurs afterwards. ,Contract,06/30/2019,33.C. 
Limits Oversight/Discipline,Modesto,"The Hearing Officer shall, after the matter is submitted, prepare and file findings and decisions. The decisions of the Hearing Officer shall be final and binding. The decisions shall be rendered as quickly as possible with due regard for the hardships that may result from undue delay.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2019,33.12. 
Limits Oversight/Discipline,Murrieta,If the employee disagrees with the decision reached by the City Manager they may submit a written request to the Human Resources Department within ten (1 0) calendar days from the date the decision was rendered . The City and Association agree to select a list of arbitrators that can be alternatively used when called on. Arbitrators may be added or deleted from the list only by mutual agreement of the City and the Association. Arbitration decisions shall be binding.,Allows officers to overturn discipline through binding arbitration. ,Contract,12/31/2019,17.V
Limits Oversight/Discipline,Oakland,A member may be transferred when misconduct makes them unsuited for continued service in his/her assignment.,Allows chief to transfer officers they commit misconduct. ,Contract,06/30/2019,2.C.1. 
Limits Oversight/Discipline,Palo Alto,"The sealed action shall not be held to discriminate against the employee in any subsequent disciplinary action, or in the event of promotion, merit step raise,
transfer, request for educational leave, modification of duties, vacation selection,
application for other employment, or against any other action the employee may take
for his or her personal improvement. ",Prevents the city from employing past disciplinary actions for future decisions on diciplinary actions. ,Contract,06/30/2021,37.E.1. 
Limits Oversight/Discipline,Palo Alto,"If the grievance is not resolved at Step III, the aggrieved employee may choose
between final and binding resolution of the grievance through appeal to the City Manager
or through appeal to final and binding grievance arbitration. Appeals to final and binding
arbitration may be processed only with Association approval. ",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2021,38.IV. 
Limits Oversight/Discipline,Petaluma,"For disciplinary actions set forth in Section D above only, there is the right to appeal the final notice of discipline to either the Personnel Board or Arbitrator, but not both.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2017,42.5
Limits Oversight/Discipline,Pittsburg,"No disciplinary action against an employee, excluding probationary and other at will employees, shall be imposed unless such action is recommended by the City in a Notice of Proposed Disciplinary Action delivered to the employee either personally or by U.S. Postal Service mail (with at least mail delivery confirmation) and shall contain the following:",Creates a wating period prior to the hearing to review all the evidentiary materials and prepare response. ,Contract,06/30/2020,15.3.
Limits Oversight/Discipline,Pittsburg,"The arbitrator may modify or revoke a disciplinary action where just cause for the discipline imposed has not been shown or where a violation or omission of procedure for disciplinary action was made in which resulted in substantial prejudice to the employee... The decision of the arbitrator shall:
1. Be made in writing within thirty (30) days of the close of the hearing and
mailed to the City Manager, City Attorney, and employee; and
2. Be final and binding upon all parties; and
3. Recite the basis for the arbitrator's decision.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2020,15.3.4.
Limits Oversight/Discipline,Placentia,"Each party to the dispute shall have the opportunity to present
testimony and relevant evidence and to cross-examine witnesses
before the arbitrator. After hearing the case, the arbitrator shall, in
writing, submit to the parties his/her decision for resolution of the
grievance. The decision of the arbitrator shall be final and binding
upon both parties. ",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2014,18.F.2.C.
Limits Oversight/Discipline,Pleasonton,"Decisions of the arbitrators on matters properly before them shall be final and binding on
the parties hereto, to the extent permitted by law or the terms of this Agreement.",Allows officers to overturn discipline through binding arbitration. ,Contract,05/31/2020,23.2.5.
Limits Oversight/Discipline,Redding,"The arbitrator shall hold such hearings and shall consider such evidence as to the
arbitrator appears necessary and proper. The first hearing shall be held as soon as is practicable for
all parties involved. The decision of the arbitrator shall be final and binding on the City and the
Association and the aggrieved employee, if any, provided that such decision does not in any way
add to, disregard or modify any of the provisions of this Memorandum of Understanding.",Allows officers to overturn discipline through binding arbitration. ,Contract,05/01/2018,4.4.C. 
Limits Oversight/Discipline,Redlands,"Upon unresolved consensus concerning the disciplinary action, an appeal may be made to the City Manager as
the second step. However, execution of the notice of intent will be implemented after the first step (Department
Director level). Should the disciplinary action still be unresolved after the second step, the discipline can be
appealed to one final step. The third and final step is a hearing by a third party arbitrator. The arbitrator's
decision on the disciplinary action is final and binding.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2023,45
Limits Oversight/Discipline,Redondo Beach,The decision and/or award of the arbitrator shall be based solely upon the evidence and arguments presented by the respective parties. The City and Police Association also agree that employee suspension and discharge matters are governed by this final and binding arbitration procedure. ,Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2018,1.05.D.
Limits Oversight/Discipline,Redwood City,The award of the arbitrator shall be final and binding.,Allows officers to overturn discipline through binding arbitration. ,Contract,07/31/2018,17.3.4.7.
Limits Oversight/Discipline,Rialto,"The decision shall set forth which charges, if any, are sustained and the reasons therefore. The decision shall set forth findings of fact and conclusions of law. The Arbitrator’s decision shall be binding in the case of disciplinary grievances and advisory in the case of all nondisciplinary grievances.",Allows officers to overturn discipline through binding arbitration. ,Contract,07/31/2016,21.5.
Limits Oversight/Discipline,Richmond,"The arbitrator shall have access to all written statements and documents relevant to the discipline. The arbitrator's decision shall be final and binding upon the parties. The arbitrator shall render a decision no later than thirty (30)
days after the conclusion of the final hearing. Such decision shall be in writing and made in accordance with, and conformance to, the terms of this Memorandum of Understanding. Copies of the decision .will be furnished to both parties.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2021,30.4.C.
Limits Oversight/Discipline,San Leandro,"Decisions of the Adjustment Board or Arbitrators on matters properly before them shall be final and binding on the parties, hereto, to the extent permitted by the Charter of the City.",Allows officers to overturn discipline through binding arbitration. ,Contract,12/31/2019,31.8. 
Limits Oversight/Discipline,San Luis Obispo,"Within thirty business days the hearing officer shall review the record and
conduct a hearing on the matter. Within ten business days the hearing officer
shall render a decision, which shall be final and binding.
",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2021,32.7.B.
Limits Oversight/Discipline,San Rafael,"A hearing before the arbitrator shall be held within sixty days of the selection of the Arbitrator unless the mutually acceptable Arbitrator’s schedule does not so permit. The arbitrator shall not have the power to amend or modify either party's position; but shall rule on the merits of each party's case as presented during the hearing. Decisions of the Arbitrator on matters properly before them shall be final and binding on the parties hereto, to the extent permitted by the Charter of the City.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2020,7.3.3.
Limits Oversight/Discipline,San Ramon,"Suspension without pay shall not exceed thirty (30) calendar days, nor shall any employee be penalized by suspension for disciplinary reasons for more than thirty (30) calendar days in any fiscal year.",Limits amount of discipline department can impose. ,Contract,06/30/2021,16.7.A
Limits Oversight/Discipline,Santa Cruz,"The decision of the arbitrator shall be rendered after the evidence and arguments are presented to him/her by the parties in the presence of each other and in post-hearing briefs, if necessary. The decision of the arbitrator shall be final and binding upon the parties. ",Allows officers to overturn discipline through binding arbitration. ,Contract,03/06/2020,25.03
Limits Oversight/Discipline,Santa Maria,"The City Manager shall, after weighing all the evidence and the findings of the hearing officer, make the final determination of the appeal and submit it in writing to the employee and his/her designated representative within thirty (30) calendar days after receiving the findings from the hearing officer. The City Manager may, if deemed necessary, conduct further evidentiary proceedings upon mutual agreement of the parties. The decision of the City Manager or, if a decision is not served on the employee by the City Manager within the thirty (30) days specified, the advisory recommendation of the hearing officer, shall stand. ",Allows officers to overturn discipline through binding arbitration if the city fails to respond.,Contract,12/31/2018,8
Limits Oversight/Discipline,South San Francisco,"The parties agree that any decision rendered by the arbitrator will be final and binding, meaning that it cannot be appealed to any other legal or administrative tribunal, except pursuant to Code of Civil Procedure section 1285 et seq. which allows parties to petition a court to confirm, correct or vacate an arbitration award.",Allows officers to overturn discipline through binding arbitration. ,Contract,6/30/2022,15.1.6.
Limits Oversight/Discipline,Tracy,Suspension without pay shall not exceed thirty {30) calendar days.,Places a limit on the number of days for suspension without pay. ,Contract,06/30/2021,18.5
Limits Oversight/Discipline,Tracy,"The decision of an arbitrator on matters properly before them shall be final and binding on the parties hereto, to the extent permitted by the laws governing General Law Cities in the State of California. No arbitrator shall entertain, hear, decide or make recommendations on any dispute, unless such dispute involves a position in a unit  represented by the Association and unless such dispute falls within the definition of a grievance as set forth in Section 22.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2021,22.2.4.
Limits Oversight/Discipline,Tulare,"The arbitrator's decision shall be final and binding, and may be challenged only pursuant to the California Arbitration Act, C.C.P. Sections 1280, et seq.",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2019,H.2.
Limits Oversight/Discipline,Turlock,Service by mail to the employee's representative and to the employees last known address shall be sufficient for purposes of this section. A copy of the decision shall be placed in the employees personal history file. The decision of the arbitrator shall be final and binding on both parties.,Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2019,32.06.
Limits Oversight/Discipline,Union City,The decision of the Arbitrator shall be final and binding on the parties.,Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2014,9.03.
Limits Oversight/Discipline,Vacaville,The decision rendered by the arbitrator shall be final and binding and not appealable to the City Council or a court of law.,Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2018,23
Limits Oversight/Discipline,Walnut Creek,An arbitrator shall conduct an arbitration hearing for the purpose of rendering a final and binding decision regarding the appeal filed pursuant to Section 1205.,Allows officers to overturn discipline through binding arbitration. ,Contract,07/31/2018,1206
Limits Oversight/Discipline,West Sacramento,"Within thirty (30) days of the conclusion of the hearing, the arbitrator shall render a written decision, which shall be provided to both parties. The decision of the Arbitrator shall be final.",Allows officers to overturn discipline through binding arbitration. ,Contract,12/31/2020,23.11.3.
Limits Oversight/Discipline,Westminster,"The arbitrator to hear the case shall be selected from the list by the parties, alternately striking names until one name is left. The order of striking shall be determined by lot. The arbitrator shall make a decision in the matter
which shall be final and conclusive, subject only to review pursuant to CCP § 1094. 5 ",Allows officers to overturn discipline through binding arbitration. ,Contract,06/30/2020,XXVII.5.
Limits Oversight/Discipline,Woodland,"The mediator shall, in a confidential process, attempt to help the City and appellant reach a mutually acceptable resolution. If no resolution is reached the appeal process shall continue as outlined in the Personnel Rules without reference to the mediation process or discussions. ",Excludes civilian actors from the oversight process. ,Contract,06/30/2021,14.4.
Limits Oversight/Discipline,Vacaville,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,460.5
Limits Oversight/Discipline,Tracy,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,435.6
Limits Oversight/Discipline,Culver City,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,432.6
Limits Oversight/Discipline,Chula Vista,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,466.6
Limits Oversight/Discipline,Walnut Creek,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,436.6
Limits Oversight/Discipline,Irvine,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,
Limits Oversight/Discipline,Downey,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,460.5
Limits Oversight/Discipline,Inglewood,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,460.5
Limits Oversight/Discipline,Union City,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,465.6
Limits Oversight/Discipline,Pomona,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,431.6
Limits Oversight/Discipline,South San Francisco,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,463.6
Limits Oversight/Discipline,Concord,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,460.5
Limits Oversight/Discipline,Alhambra,"There is probable cause to believe the person recording has committed or is committing
a crime to which the recording relates, and the recording is reasonably necessary for
prosecution of the person.",Creates a gray area surrounding obtaining civilian recording devices. ,Policy Manual,2016,427.6
