"","No","City","Contract Review Status","Complaint form / link to complaint process","Contract URL","State","Available Elsewhere Online?","Slack handle of person interested in reviewing this contract.","Expiration Date","Comments","pdfname","pdf_parsing_success"
"564",NA,"Springfield",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"564-OH-Springfield",FALSE
"565",NA,"Stow",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"565-OH-Stow",FALSE
"566",NA,"Strongsville",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"566-OH-Strongsville",FALSE
"567",NA,"Toledo",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"567-OH-Toledo",FALSE
"568",NA,"Upper Arlington",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"568-OH-Upper Arlington",FALSE
"569",NA,"Warren",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"569-OH-Warren",FALSE
"570",NA,"Westerville",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"570-OH-Westerville",FALSE
"571",NA,"Westlake",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"571-OH-Westlake",FALSE
"572",NA,"Youngstown",NA,NA,"http://www.serb.state.oh.us/sections/research/WEB_CONTRACTS/WebContracts.htm","OH","State Website",NA,NA,NA,"572-OH-Youngstown",FALSE
"573",NA,"Broken Arrow",NA,NA,"https://www.dropbox.com/s/p7c8oks9atm4zh7/Broken%20ArrowOK.pdf?dl=0","OK","Not online",NA,NA,NA,"573-OK-Broken Arrow",FALSE
"574",NA,"Edmond",NA,NA,"https://www.dropbox.com/s/vi6ycf6qs6jbxxd/EdmondOK.pdf?dl=0","OK","Not online",NA,NA,NA,"574-OK-Edmond",FALSE
"575",NA,"Lawton",NA,NA,"https://www.dropbox.com/s/sxyxte7rfyyzfrm/LawtonOK.pdf?dl=0","OK","Not online",NA,NA,NA,"575-OK-Lawton",FALSE
"576",NA,"Midwest City",NA,NA,"https://midwestcityok.org/documentcenter/view/3337","OK","Municipal Website",NA,NA,NA,"576-OK-Midwest City",FALSE
"577",NA,"Moore",NA,NA,"https://www.dropbox.com/s/yb9zyfmnt4vz21i/MooreOK.pdf?dl=0","OK","Not online",NA,NA,NA,"577-OK-Moore",FALSE
"578",NA,"Norman",NA,NA,"http://www.normanok.gov/hr/personnel-manual-union-contracts","OK","Municipal Website",NA,NA,NA,"578-OK-Norman",FALSE
"579",NA,"Shawnee",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/shawnee_ok_police.pdf","OK","Labor Relations Information Systems",NA,NA,NA,"579-OK-Shawnee",FALSE
"580",NA,"Stillwater",NA,NA,"https://www.lris.com/wp-content/uploads/contracts/stillwater_ok_police.pdf","OK","Labor Relations Information Systems",NA,NA,NA,"580-OK-Stillwater",FALSE
"581",NA,"Albany",NA,NA,"https://www.cityofalbany.net/departments/human-resources/collective-bargaining-agreements","OR","Municipal Website",NA,NA,NA,"581-OR-Albany",FALSE
"582",NA,"Beaverton",NA,NA,"http://www.beavertonoregon.gov/518/Labor-Contracts","OR","Municipal Website",NA,NA,NA,"582-OR-Beaverton",FALSE
"583",NA,"Bend",NA,NA,"http://www.bendoregon.gov/government/departments/human-resources/association-contracts","OR","Municipal Website",NA,NA,NA,"583-OR-Bend",FALSE
"584",NA,"Corvallis",NA,NA,"http://www.corvallisoregon.gov/index.aspx?page=1112","OR","Municipal Website",NA,NA,NA,"584-OR-Corvallis",FALSE
"585",NA,"Grants Pass",NA,NA,"https://www.grantspassoregon.gov/documentcenter/view/119","OR","Municipal Website",NA,NA,NA,"585-OR-Grants Pass",TRUE
"586",NA,"Gresham",NA,NA,"https://greshamoregon.gov/HR-Labor-Contracts/","OR","Municipal Website",NA,NA,NA,"586-OR-Gresham",FALSE
"587",NA,"Hillsboro",NA,NA,"https://www.hillsboro-oregon.gov/departments/human-resources/collective-bargaining-agreements","OR","Municipal Website",NA,NA,NA,"587-OR-Hillsboro",FALSE
"588",NA,"Keizer",NA,NA,"https://www.keizer.org/collective-bargaining-agreements-and-mous","OR","Municipal Website",NA,NA,NA,"588-OR-Keizer",FALSE
"589",NA,"Lake Oswego",NA,NA,"https://www.ci.oswego.or.us/hr/labor-agreements","OR","Municipal Website",NA,NA,NA,"589-OR-Lake Oswego",FALSE
"590",NA,"McMinnville",NA,NA,"http://www.mcminnvilleoregon.gov/hr/page/labor-contracts","OR","Municipal Website",NA,NA,NA,"590-OR-McMinnville",FALSE
"591",NA,"Medford",NA,NA,"http://www.ci.medford.or.us/Page.asp?NavID=1593","OR","Municipal Website",NA,NA,NA,"591-OR-Medford",FALSE
"592",NA,"Oregon City",NA,NA,"https://www.orcity.org/humanresources/ocpea-oregon-city-police-employees-association-current-contract","OR","Municipal Website",NA,NA,NA,"592-OR-Oregon City",FALSE
"593",NA,"Salem",NA,NA,"http://www.cityofsalem.net/CityDocuments/labor-contract-speu-2014-2017.pdf","OR","Municipal Website",NA,NA,NA,"593-OR-Salem",FALSE
"594",NA,"Springfield",NA,NA,"https://www.dropbox.com/s/rwdtajseulx4oim/SpringfieldOR.pdf?dl=0","OR","Not online",NA,NA,NA,"594-OR-Springfield",TRUE
"595",NA,"Tigard",NA,NA,"http://www.tigard-or.gov/city_hall/human_resources.php","OR","Municipal Website",NA,NA,NA,"595-OR-Tigard",FALSE
"596",NA,"Allentown",NA,NA,"https://www.allentownpa.gov/Contracts","PA","Municipal Website",NA,NA,NA,"596-PA-Allentown",FALSE
"597",NA,"Bethlehem",NA,NA,"https://www.dropbox.com/s/ib77w806uy5tqpm/BethlehemPA.PDF?dl=0","PA","Not online",NA,NA,NA,"597-PA-Bethlehem",FALSE
"598",NA,"Erie",NA,NA,"https://www.dropbox.com/s/v3j8y3emof1djcp/EriePA.pdf?dl=0","PA","Not online",NA,NA,NA,"598-PA-Erie",TRUE
"599",NA,"Reading",NA,NA,"https://www.dropbox.com/s/j69r7ej1sq9xoj1/ReadingPA.pdf?dl=0","PA","Not online",NA,NA,NA,"599-PA-Reading",FALSE
"600",NA,"Scranton",NA,NA,"https://www.dropbox.com/s/uvdfrqctrl0joq4/ScrantonPA.pdf?dl=0","PA","Not online",NA,NA,NA,"600-PA-Scranton",TRUE
"601",NA,"Cranston",NA,NA,"http://www.municipalfinance.ri.gov/contracts/","RI","Municipal Website",NA,NA,NA,"601-RI-Cranston",FALSE
"602",NA,"East Providence",NA,NA,"http://www.eastprovidenceri.net/content/12101/11296/default.aspx","RI","Municipal Website",NA,NA,NA,"602-RI-East Providence",FALSE
"603",NA,"Pawtucket",NA,NA,"http://www.municipalfinance.ri.gov/contracts/","RI","Municipal Website",NA,NA,NA,"603-RI-Pawtucket",FALSE
"604",NA,"Providence",NA,NA,"http://www.municipalfinance.ri.gov/contracts/","RI","Municipal Website",NA,NA,NA,"604-RI-Providence",FALSE
"605",NA,"Warwick",NA,NA,"http://www.municipalfinance.ri.gov/contracts/","RI","Municipal Website",NA,NA,NA,"605-RI-Warwick",FALSE
"606",NA,"Woonsocket",NA,NA,"http://www.municipalfinance.ri.gov/contracts/","RI","Municipal Website",NA,NA,NA,"606-RI-Woonsocket",FALSE
"607",NA,"Rapid City",NA,NA,"https://www.rcgov.org/departments/community-resources/human-resources/union-contracts.html","SD","Municipal Website",NA,NA,NA,"607-SD-Rapid City",FALSE
"608",NA,"Sioux Falls",NA,NA,"https://www.siouxfalls.org/human-resources/fop-contract","SD","Municipal Website",NA,NA,NA,"608-SD-Sioux Falls",TRUE
"609",NA,"Abilene",NA,NA,"https://www.cleat.org/wp-content/uploads/2016/04/Abilene-MC-2015-2018-Contract.compressed1.pdf","TX","Association or Union Website",NA,NA,NA,"609-TX-Abilene",FALSE
"610",NA,"Amarillo",NA,NA,"https://www.dropbox.com/s/rn1fo7nrjfh3n36/AmarilloTX.PDF?dl=0","TX","Not online",NA,NA,NA,"610-TX-Amarillo",TRUE
"611",NA,"Baytown",NA,NA,"http://agendas.baytown.org/docs/2015/CC%20Regular/20151008_1361/11760_PD%20Meet%20and%20Confer%20Jan%202016%20-%20Dec%202018.pdf","TX","Municipal Website",NA,NA,NA,"611-TX-Baytown",FALSE
"612",NA,"Beaumont",NA,NA,"https://www.cleat.org/wp-content/uploads/2016/04/Beaumont-agreement-2014-2018.pdf","TX","Association or Union Website",NA,NA,NA,"612-TX-Beaumont",FALSE
"613",NA,"Brownsville",NA,NA,"https://www.dropbox.com/s/ctjovov00cwhrau/Brownsville.pdf?dl=0","TX","Not online",NA,NA,NA,"613-TX-Brownsville",TRUE
"614",NA,"Cedar Park",NA,NA,"https://www.cedarparktexas.gov/home/showdocument?id=5705","TX","Municipal Website",NA,NA,NA,"614-TX-Cedar Park",TRUE
"615",NA,"Del Rio",NA,NA,"https://www.cleat.org/wp-content/uploads/2014/09/Contract-Del-Rio.compressed.pdf","TX","Association or Union Website",NA,NA,NA,"615-TX-Del Rio",FALSE
"616",NA,"Denton",NA,NA,"https://www.cleat.org/wp-content/uploads/2016/04/Denton-Meet_Confer_Agreement_2015_2019.pdf","TX","Association or Union Website",NA,NA,NA,"616-TX-Denton",FALSE
"617",NA,"Edinburg",NA,NA,"https://www.cleat.org/wp-content/uploads/2013/03/edinburgcontract20100831132620.pdf","TX","Association or Union Website",NA,NA,NA,"617-TX-Edinburg",FALSE
"618",NA,"Galveston",NA,NA,"https://www.cleat.org/wp-content/uploads/2013/03/gmpa2010Contract.pdf","TX","Labor Relations Information Systems",NA,NA,NA,"618-TX-Galveston",FALSE
"619",NA,"Georgetown",NA,NA,"https://www.cleat.org/wp-content/uploads/2016/04/Georgetown-Contract.pdf","TX","Association or Union Website",NA,NA,NA,"619-TX-Georgetown",FALSE
"620",NA,"Harlingen",NA,NA,"https://www.dropbox.com/s/fxuadughjl16mfb/HarlingenTX.pdf?dl=0","TX","Not online",NA,NA,NA,"620-TX-Harlingen",FALSE
"621",NA,"Lufkin",NA,NA,"https://www.cleat.org/wp-content/uploads/2013/03/Lufkin-Police-Association-MC-2009.pdf","TX","Association or Union Website",NA,NA,NA,"621-TX-Lufkin",FALSE
"622",NA,"McAllen",NA,NA,"https://www.cleat.org/wp-content/uploads/2013/03/McAllen-pd-cba-final-version-05-27-08-2.pdf","TX","Association or Union Website",NA,NA,NA,"622-TX-McAllen",FALSE
"623",NA,"McKinney",NA,NA,"https://www.dropbox.com/s/po0whcjgzvi2358/McKinneyTX.pdf?dl=0","TX","Not online",NA,NA,NA,"623-TX-McKinney",TRUE
"624",NA,"Mesquite",NA,NA,"https://www.cleat.org/wp-content/uploads/2013/03/Mesquite-MOU-expires-9-3-2010.pdf","TX","Association or Union Website",NA,NA,NA,"624-TX-Mesquite",FALSE
"625",NA,"Pharr",NA,NA,"https://www.dropbox.com/s/5prs0nk2ngo80bc/PharrTX.pdf?dl=0","TX","Not online",NA,NA,NA,"625-TX-Pharr",FALSE
"626",NA,"Port Arthur",NA,NA,"https://www.cleat.org/wp-content/uploads/2013/03/PortArthur-exp-2011.pdf","TX","Association or Union Website",NA,NA,NA,"626-TX-Port Arthur",FALSE
"627",NA,"Round Rock",NA,NA,"https://www.dropbox.com/s/jkqgeq9qgwbzjj6/Round%20RockTX.pdf?dl=0","TX","Not online",NA,NA,NA,"627-TX-Round Rock",TRUE
"628",NA,"San Angelo",NA,NA,"https://www.cleat.org/wp-content/uploads/2015/09/2015_09_14_10_23_171.pdf","TX","Association or Union Website",NA,NA,NA,"628-TX-San Angelo",FALSE
"629",NA,"San Marcos",NA,NA,"https://www.cleat.org/wp-content/uploads/2016/04/San-Marcos-2015-2018.pdf","TX","Association or Union Website",NA,NA,NA,"629-TX-San Marcos",FALSE
"630",NA,"Temple",NA,NA,"https://www.dropbox.com/s/aqxhwe3k5dgkhs5/TempleTX.pdf?dl=0","TX","Not online",NA,NA,NA,"630-TX-Temple",FALSE
"631",NA,"Waco",NA,NA,"https://www.cleat.org/wp-content/uploads/2013/03/Waco-Police-Association-Contract.pdf","TX","Association or Union Website",NA,NA,NA,"631-TX-Waco",FALSE
"632",NA,"Salt Lake City",NA,NA,"http://www.slcdocs.com/hr/policemou.pdf","UT","Municipal Website",NA,NA,NA,"632-UT-Salt Lake City",FALSE
"633",NA,"Burlington",NA,NA,"https://www.burlingtonvt.gov/sites/default/files/Mayor/04-2014%20City-BPOA%20Contract.pdf","VT","Municipal Website",NA,NA,NA,"633-VT-Burlington",FALSE
"634",NA,"Auburn",NA,NA,"https://www.dropbox.com/s/b1dvxb82r10dmxq/AuburnWA.pdf?dl=0","WA","Not online",NA,NA,NA,"634-WA-Auburn",TRUE
"635",NA,"Bellevue",NA,NA,"https://bellevuewa.gov/city-government/departments/human-resources/benefits/union-contracts","WA","Municipal Website",NA,NA,NA,"635-WA-Bellevue",FALSE
"636",NA,"Bellingham",NA,NA,"https://www.cob.org/employment/Pages/labor-agreements-pay-schedule.aspx","WA","Municipal Website",NA,NA,NA,"636-WA-Bellingham",FALSE
"637",NA,"Bothell",NA,NA,"http://www.ci.bothell.wa.us/174/Union-Contracts","WA","Municipal Website",NA,NA,NA,"637-WA-Bothell",FALSE
"638",NA,"Bremerton",NA,NA,"http://www.ci.bremerton.wa.us/188/Union-Contracts","WA","Municipal Website",NA,NA,NA,"638-WA-Bremerton",FALSE
"639",NA,"Des Moines",NA,NA,"http://desmoineswa.gov/458/Compensation-Plans-and-CBA","WA","Municipal Website",NA,NA,NA,"639-WA-Des Moines",FALSE
"640",NA,"Everett",NA,NA,"https://www.dropbox.com/s/icv5xtz8ig2m8qv/Everett.pdf?dl=0","WA","Not online",NA,NA,NA,"640-WA-Everett",TRUE
"641",NA,"Federal Way",NA,NA,"http://docs.cityoffederalway.com/WEBLINK/PDF/4otsry55lrxrgr55wwyjkpzj/2/AG%2017-009.pdf","WA","Not online",NA,NA,NA,"641-WA-Federal Way",FALSE
"642",NA,"Issaquah",NA,NA,"https://www.dropbox.com/s/00jc359e87zgd3v/IssaquahWA.pdf?dl=0","WA","Not online",NA,NA,NA,"642-WA-Issaquah",FALSE
"643",NA,"Kennewick",NA,NA,"https://www.go2kennewick.com/305/Current-Labor-Contracts","WA","Municipal Website",NA,NA,NA,"643-WA-Kennewick",FALSE
"644",NA,"Kent",NA,NA,"https://www.kentwa.gov/union-contracts","WA","Municipal Website",NA,NA,NA,"644-WA-Kent",FALSE
"645",NA,"Lacey",NA,NA,"http://www.ci.lacey.wa.us/Portals/0/docs/human_resources/collective_bargaining_agreements/LPOG%20Contract%20-%20FINAL%20-%20Searchable.pdf","WA","Municipal Website",NA,NA,NA,"645-WA-Lacey",FALSE
"646",NA,"Lake Stevens",NA,NA,"http://www.ci.lake-stevens.wa.us/DocumentCenter/Home/View/1728","WA","Municipal Website",NA,NA,NA,"646-WA-Lake Stevens",FALSE
"647",NA,"Lakewood",NA,NA,"https://www.dropbox.com/s/t5j81dpsl4m9zs5/LakewoodWA.pdf?dl=0","WA","Not online",NA,NA,NA,"647-WA-Lakewood",FALSE
"648",NA,"Lynwood",NA,NA,"http://www.ci.lynnwood.wa.us/Government/City-Departments/Human-Resources/Union-Contracts-and-Non-Represented-GSO.htm","WA","Municipal Website",NA,NA,NA,"648-WA-Lynwood",FALSE
"649",NA,"Marysville",NA,NA,"http://marysvillewa.gov/321/Union-Contracts","WA","Municipal Website",NA,NA,NA,"649-WA-Marysville",FALSE
"650",NA,"Puyallup",NA,NA,"https://www.cityofpuyallup.org/465/Collective-Bargaining-Agreements","WA","Municipal Website",NA,NA,NA,"650-WA-Puyallup",FALSE
"651",NA,"Redmond",NA,NA,"http://www.redmond.gov/Government/Employment/CityEmployees","WA","Municipal Website",NA,NA,NA,"651-WA-Redmond",FALSE
"652",NA,"Renton",NA,NA,"http://www.rentonwa.gov/working/default.aspx?id=6048","WA","Municipal Website",NA,NA,NA,"652-WA-Renton",FALSE
"653",NA,"Richland",NA,NA,"https://www.ci.richland.wa.us/home/showdocument?id=640","WA","Municipal Website",NA,NA,NA,"653-WA-Richland",FALSE
"654",NA,"Tacoma",NA,NA,"https://www.cityoftacoma.org/government/city_departments/human_resources/collective_bargaining_agreements","WA","Municipal Website",NA,NA,NA,"654-WA-Tacoma",FALSE
"655",NA,"Vancouver",NA,NA,"http://www.cityofvancouver.us/sites/default/files/fileattachments/human_resources/page/888/vpog_contract_2015-2016_fully_executed.pdf","WA","Municipal Website",NA,NA,NA,"655-WA-Vancouver",TRUE
"656",NA,"Walla Walla",NA,NA,"https://www.wallawallawa.gov/depts/humanresources/bargaining-agmnts","WA","Municipal Website",NA,NA,NA,"656-WA-Walla Walla",FALSE
"657",NA,"Wenatchee",NA,NA,"http://www.wenatcheewa.gov/government/human-resources/labor-contracts","WA","Municipal Website",NA,NA,NA,"657-WA-Wenatchee",FALSE
"658",NA,"Yakima",NA,NA,"https://www.yakimawa.gov/services/hr/collective-bargaining-agreements/","WA","Municipal Website",NA,NA,NA,"658-WA-Yakima",FALSE
"659",NA,"Appleton",NA,NA,"http://www.appleton.org/home/showdocument?id=13143","WI","Municipal Website",NA,NA,NA,"659-WI-Appleton",FALSE
"660",NA,"Brookfield",NA,NA,"http://www.ci.brookfield.wi.us/283/Labor-Relations","WI","Municipal Website",NA,NA,NA,"660-WI-Brookfield",FALSE
"661",NA,"Fond du Lac",NA,NA,"https://www.fdl.wi.gov/departments.iml?DeptID=22&DeptPage=41","WI","Municipal Website",NA,NA,NA,"661-WI-Fond du Lac",FALSE
"662",NA,"Green Bay",NA,NA,"https://www.dropbox.com/s/vlecobbn50iy2hw/Green%20Bay%20%28second%20updated%29.pdf?dl=0","WI","Not online",NA,NA,NA,"662-WI-Green Bay",TRUE
"663",NA,"Janesville",NA,NA,"https://www.dropbox.com/s/638myla8qit3por/JanesvilleWI.pdf?dl=0","WI","Not online",NA,NA,NA,"663-WI-Janesville",TRUE
"664",NA,"Kenosha",NA,NA,"https://www.kenosha.org/images/human-resources/kenosha-police-and-professional-police-association-(2016-2018).pdf","WI","Municipal Website",NA,NA,NA,"664-WI-Kenosha",TRUE
"665",NA,"New Berlin",NA,NA,"http://www.newberlin.org/documentcenter/view/7839","WI","Municipal Website",NA,NA,NA,"665-WI-New Berlin",FALSE
"666",NA,"Oshkosh",NA,NA,"https://www.ci.oshkosh.wi.us/Administrative_Services/Human_Resources/labor_agreements.asp","WI","Municipal Website",NA,NA,NA,"666-WI-Oshkosh",FALSE
"667",NA,"Wausau",NA,NA,"http://www.ci.wausau.wi.us/Departments/HumanResources/DocumentsPolicies.aspx","WI","Municipal Website",NA,NA,NA,"667-WI-Wausau",FALSE
"668",NA,"Wauwatosa",NA,NA,"http://www.wauwatosa.net/index.aspx?NID=765","WI","Municipal Website",NA,NA,NA,"668-WI-Wauwatosa",FALSE
"669",NA,"West Allis",NA,NA,"https://www.dropbox.com/s/qtxoo74u258x563/West%20AllisWI.pdf?dl=0","WI","Not online",NA,NA,NA,"669-WI-West Allis",TRUE
"670",NA,"Madison County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"670-AL-Madison County",FALSE
"671",NA,"Shelby County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"671-AL-Shelby County",FALSE
"672",NA,"Birmingham",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"672-AL-Birmingham",FALSE
"673",NA,"Montgomery",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"673-AL-Montgomery",FALSE
"674",NA,"Tuscaloosa",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"674-AL-Tuscaloosa",FALSE
"675",NA,"Mobile",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"675-AL-Mobile",FALSE
"676",NA,"Huntsville",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"676-AL-Huntsville",FALSE
"677",NA,"Dothan",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"677-AL-Dothan",FALSE
"678",NA,"Baldwin County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"678-AL-Baldwin County",FALSE
"679",NA,"Cullman County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"679-AL-Cullman County",FALSE
"680",NA,"Jefferson County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"680-AL-Jefferson County",FALSE
"681",NA,"Lee County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"681-AL-Lee County",FALSE
"682",NA,"Limestone County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"682-AL-Limestone County",FALSE
"683",NA,"Tuscaloosa County",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"683-AL-Tuscaloosa County",FALSE
"684",NA,"Hoover",NA,NA,"Need to Find Contract","AL",NA,NA,NA,NA,"684-AL-Hoover",FALSE
"685",NA,"Conway",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"685-AR-Conway",FALSE
"686",NA,"North Little Rock",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"686-AR-North Little Rock",FALSE
"687",NA,"Fayetteville",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"687-AR-Fayetteville",FALSE
"688",NA,"Rogers",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"688-AR-Rogers",FALSE
"689",NA,"Fort Smith",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"689-AR-Fort Smith",FALSE
"690",NA,"Jonesboro",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"690-AR-Jonesboro",FALSE
"691",NA,"Garland County",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"691-AR-Garland County",FALSE
"692",NA,"Saline County",NA,NA,"Need to Find Contract","AR",NA,NA,NA,NA,"692-AR-Saline County",FALSE
"693",NA,"Yavapai County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"693-AZ-Yavapai County",FALSE
"694",NA,"Apache County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"694-AZ-Apache County",FALSE
"695",NA,"Lake Havasu City",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"695-AZ-Lake Havasu City",FALSE
"696",NA,"Navajo County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"696-AZ-Navajo County",FALSE
"697",NA,"Avondale",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"697-AZ-Avondale",FALSE
"698",NA,"Scottsdale",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"698-AZ-Scottsdale",FALSE
"699",NA,"Gilbert",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"699-AZ-Gilbert",FALSE
"700",NA,"Flagstaff",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"700-AZ-Flagstaff",FALSE
"701",NA,"Surprise",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"701-AZ-Surprise",FALSE
"702",NA,"Pima County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"702-AZ-Pima County",FALSE
"703",NA,"Coconino County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"703-AZ-Coconino County",FALSE
"704",NA,"Maricopa County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"704-AZ-Maricopa County",FALSE
"705",NA,"Mohave County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"705-AZ-Mohave County",FALSE
"706",NA,"Pinal County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"706-AZ-Pinal County",FALSE
"707",NA,"Yuma County",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"707-AZ-Yuma County",FALSE
"708",NA,"Buckeye",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"708-AZ-Buckeye",FALSE
"709",NA,"Casa Grande",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"709-AZ-Casa Grande",FALSE
"710",NA,"Yuma",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"710-AZ-Yuma",FALSE
"711",NA,"Glendale",NA,NA,"Need to Find Contract","AZ",NA,NA,NA,NA,"711-AZ-Glendale",FALSE
"712",NA,"Santa Cruz County",NA,NA,"http://www.santacruzcounty.us/Portals/0/Personnel%20Files/LaborRelations/Law%20Enforcement%20MOU%202016-2020%20-%20Final%20Draft.pdf","CA",NA,NA,"June 30 2020",NA,"712-CA-Santa Cruz County",FALSE
"713",NA,"San Mateo County",NA,NA,"https://hr.smcgov.org/memorandum-understanding-mou","CA","This is a link to San Mateo's various MOUS.  There are 3 different MOUs for law enforcement.  (Sheriff, probation, law enforcement)",NA,"Dec. 20, 2023",NA,"713-CA-San Mateo County",FALSE
"714",NA,"Merced County",NA,NA,"https://www.co.merced.ca.us/DocumentCenter/View/1200/Unit-12-MOU-Sheriff-Employees?bidId=","CA",NA,NA,"June 2021",NA,"714-CA-Merced County",TRUE
"715",NA,"Yuba County",NA,NA,"https://www.yuba.org/Yuba%20County/Human%20Resources%20and%20Organizational%20Services/4.%20Employee%20&%20Labor%20Relations/MOUs/04%20DSA%20Comprehensive%20MOU%20FINAL%2008.01.2019%20to%2006.03.22%20with%20signature%20page.pdf","CA",NA,NA,"6/30/2022",NA,"715-CA-Yuba County",FALSE
"716",NA,"San Joaquin County",NA,NA,"https://www.sjgov.org/department/hr/labor/","CA","There are three different MOUs",NA,NA,NA,"716-CA-San Joaquin County",FALSE
"717",NA,"Contra Costa County",NA,NA,"https://www.contracosta.ca.gov/DocumentCenter/View/59838/FINAL-MOU_DSA-R-F_7-1-19-thru-6_30_23PDF","CA","Sherriff's Rank and File MOU",NA,"6/30/2023",NA,"717-CA-Contra Costa County",TRUE
"718",NA,"Tulare County",NA,NA,"https://tularecounty.ca.gov/hrd/index.cfm/employee-employer-relations/memorandum-of-understanding/tulare-county-deputy-sheriffs-association-tcdsa-unit-133/","CA",NA,NA,"6/30/2021",NA,"718-CA-Tulare County",FALSE
"719",NA,"San Luis Obispo County",NA,NA,"https://www.slocounty.ca.gov/getattachment/Departments/Human-Resources/Services/Memorandum-of-Understanding-(MOU)-Contracts/DSA-BU03,-BU21,-BU22-January,-2020-December,-2022-MOU.pdf.aspx?lang=en-US","CA",NA,NA,"2022",NA,"719-CA-San Luis Obispo County",TRUE
"720",NA,"Monterey County",NA,NA,"https://www.co.monterey.ca.us/home/showdocument?id=62694","CA",NA,NA,"6/30/2021",NA,"720-CA-Monterey County",TRUE
"721",NA,"Butte County",NA,NA,"http://www.buttecounty.net/Portals/17/LaborRelations/DSA_General_MOU_2016-2019.pdf","CA",NA,NA,"2019 (no update)",NA,"721-CA-Butte County",TRUE
"722",NA,"Sonoma County",NA,NA,"https://sonomacounty.ca.gov/WorkArea/DownloadAsset.aspx?id=2147572908","CA",NA,NA,"Expired- Currently negotiating",NA,"722-CA-Sonoma County",TRUE
"723",NA,"Fresno County",NA,NA,"https://www.co.fresno.ca.us/home/showdocument?id=38526","CA",NA,NA,"10/18/2020",NA,"723-CA-Fresno County",TRUE
"724",NA,"Santa Barbara County",NA,NA,"http://www.countyofsb.org/uploadedFiles/hr/Content/Employee_Relations/mou/mou-sma-2018-2022.pdf","CA",NA,NA,"2022",NA,"724-CA-Santa Barbara County",TRUE
